단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
F70103B96,KR570103B968,룩셈부르크코어오피스(파생형)(C-I),BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,994,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20190920,16000,16000000000,,,0,,N,,,0,0,0,0,0.0,,159,,N,N,N
F71201B97,KR571201B977,키움히어로즈미국물류부동산1호,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1200,1,0,Y,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20190724,76059,76059438000,,,0,,N,,,0,0,0,0,0.0,,912,,N,N,N
F71201B98,KR571201B985,키움히어로즈유럽오피스부동산1호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,981,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20191112,16355,16355918000,,,0,,N,,,0,0,0,0,0.0,,160,,N,N,N
F71202B98,KR571202B983,키움히어로즈유럽오피스부동산1호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,929,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191112,644,644082000,,,0,,N,,,0,0,0,0,0.0,,5,,N,N,N
F71203B98,KR571203B981,키움히어로즈유럽오피스부동산2호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,980,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20191112,15529,15529644000,,,0,,N,,,0,0,0,0,0.0,,152,,N,N,N
F71204B98,KR571204B989,키움히어로즈유럽오피스부동산2호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,929,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191112,1470,1470356000,,,0,,N,,,0,0,0,0,0.0,,13,,N,N,N
F71205B98,KR571205B986,키움히어로즈유럽오피스부동산3호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,988,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,5,1000,20191112,14272,14272637000,,,0,,N,,,0,0,0,0,0.0,,141,,N,N,N
F71206B98,KR571206B984,키움히어로즈유럽오피스부동산3호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,929,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191112,2727,2727363000,,,0,,N,,,0,0,0,0,0.0,,25,,N,N,N
F71207B98,KR571207B982,키움히어로즈유럽오피스부동산4호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1050,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191112,1400,1400000000,,,0,,N,,,0,0,0,0,0.0,,14,,N,N,N
F71208B98,KR571208B980,키움히어로즈유럽오피스부동산4호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,929,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20191112,15600,15600000000,,,0,,N,,,0,0,0,0,0.0,,144,,N,N,N
F71901B9B,KR571901B9B0,KB와이즈스타부동산3A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,950,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200214,40893,40893730000,,,0,,N,,,0,0,0,0,0.0,,388,,N,N,N
F71901BB4,KR571901BB41,KB국민참여뉴딜,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,2845,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20210713,29145,29145045000,,,0,,N,,,0,0,0,0,0.0,,829,,N,N,N
F71901BBC,KR571901BBC8,KB국민참여뉴딜2A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20220304,4382,4382130000,,,0,,N,,,0,0,0,0,0.0,,43,,N,N,N
F71902B9B,KR571902B9B9,KB와이즈스타부동산3C-F,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,995,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200214,38006,38006270000,,,0,,N,,,0,0,0,0,0.0,,378,,N,N,N
F71902BBC,KR571902BBC6,KB국민참여뉴딜2C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,591,591821000,,,0,,N,,,0,0,0,0,0.0,,5,,N,N,N
F72501773,KR5725017739,나인트리부동산(종A1),BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,915,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,5,1000,20170626,36359,36359419000,,,0,,N,,,0,0,0,0,0.0,,332,,N,N,N
F72501BA2,KR572501BA28,신한소재부품장비A1,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1050,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200429,13524,13524136000,,,0,,N,,,0,0,0,0,0.0,,142,,N,N,N
F72501BB4,KR572501BB43,신한국민참여정책형뉴딜혼합자산(종A1),BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1000,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,5,1000,20210713,26715,26715260000,,,0,,N,,,0,0,0,0,0.0,,267,,N,N,N
F72501BBC,KR572501BBC5,신한국민참여정책형뉴딜혼합자산2호 C1,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,999,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,1007,1007002000,,,0,,N,,,0,0,0,0,0.0,,10,,N,N,N
F72502773,KR5725027738,나인트리부동산(종C-i),BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1010,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20170626,10140,10140581000,,,0,,N,,,0,0,0,0,0.0,,102,,N,N,N
F72502BA2,KR572502BA27,신한소재부품장비C1,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1100,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200429,5592,5592200000,,,0,,N,,,0,0,0,0,0.0,,61,,N,N,N
F72502BB4,KR572502BB42,신한국민참여정책형뉴딜혼합자산(종C1),BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1310,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,2675,2675977000,,,0,,N,,,0,0,0,0,0.0,,35,,N,N,N
F72502BBC,KR572502BBC3,신한국민참여정책형뉴딜혼합자산2호 A1,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,1209,1209933000,,,0,,N,,,0,0,0,0,0.0,,12,,N,N,N
F72801BB4,KR572801BB40,한화국민참여정책형뉴딜 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1000,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,26662,26662047000,,,0,,N,,,0,0,0,0,0.0,,266,,N,N,N
F72801BBC,KR572801BBC9,한화국민참여정책형뉴딜2A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20220304,4989,4989131000,,,0,,N,,,0,0,0,0,0.0,,49,,N,N,N
F72802BB4,KR572802BB49,한화국민참여정책형뉴딜 C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,997,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,3290,3290490000,,,0,,N,,,0,0,0,0,0.0,,32,,N,N,N
F72802BBC,KR572802BBC7,한화국민참여정책형뉴딜2C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,596,596150000,,,0,,N,,,0,0,0,0,0.0,,5,,N,N,N
F73501BA2,KR573501BA26,GB중소성장기업A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1010,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200427,6028,6028090000,,,0,,N,,,0,0,0,0,0.0,,60,,N,N,N
F73501BB4,KR573501BB41,GB국민참여정책형뉴딜A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1295,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,24369,24369440000,,,0,,N,,,0,0,0,0,0.0,,315,,N,N,N
F73501BBC,KR573501BBC4,GB뉴딜기업2호A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,870,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20220304,4203,4203524000,,,0,,N,,,0,0,0,0,0.0,,36,,N,N,N
F73502BA2,KR573502BA25,GB중소성장기업C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1010,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20200427,550,550942000,,,0,,N,,,0,0,0,0,0.0,,5,,N,N,N
F73502BB4,KR573502BB40,GB국민참여정책형뉴딜C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1110,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20210713,2044,2044000000,,,0,,N,,,0,0,0,0,0.0,,22,,N,N,N
F73502BBC,KR573502BBC2,GB뉴딜기업2호Ae,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1495,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20220304,6949,6949639000,,,0,,N,,,0,0,0,0,0.0,,103,,N,N,N
F73503BA2,KR573503BA24,GB중소성장기업I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1310,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200427,6000,6000000000,,,0,,N,,,0,0,0,0,0.0,,78,,N,N,N
F73503BB4,KR573503BB49,GB국민참여정책형뉴딜I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,999,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20210713,3000,3000000000,,,0,,N,,,0,0,0,0,0.0,,29,,N,N,N
F74201773,KR5742017738,하나대체나사부동산1호,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,705,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,12001,1000,20170627,156559,156559485000,,,0,,N,,,0,0,0,0,0.0,,1103,,N,N,N
F7420177B,KR57420177B6,하나대체미국LA부동산1호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,990,1,0,Y,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20180207,50924,50924571000,,,0,,N,,,0,0,0,0,0.0,,504,,N,N,N
F74201B98,KR574201B982,하나대체일본부동산1호 P,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,977,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20191108,5345,5345585000,,,0,,N,,,0,0,0,0,0.0,,52,,N,N,N
F74201BAA,KR574201BAA6,하나대체미국부동산1호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1000,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210108,21241,21241331000,,,0,,N,,,0,0,0,0,0.0,,212,,N,N,N
F7420277B,KR57420277B4,하나대체미국LA부동산1호 F,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,990,1,0,Y,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20180207,63675,63675429000,,,0,,N,,,0,0,0,0,0.0,,630,,N,N,N
F74202B98,KR574202B980,하나대체일본부동산1호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,977,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191108,679,679886000,,,0,,N,,,0,0,0,0,0.0,,6,,N,N,N
F74202BAA,KR574202BAA4,하나대체미국부동산1호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,920,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210108,19758,19758669000,,,0,,N,,,0,0,0,0,0.0,,181,,N,N,N
F74203B98,KR574203B988,하나대체일본부동산1호 C-W,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,977,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20191108,2220,2220000000,,,0,,N,,,0,0,0,0,0.0,,21,,N,N,N
F74204B98,KR574204B986,하나대체일본부동산1호 C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,977,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20191108,43254,43254529000,,,0,,N,,,0,0,0,0,0.0,,422,,N,N,N
F74401769,KR5744017694,맵스미국9-2호,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,804,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,90400,1000,20161221,294118,294118213000,,,0,,N,,,0,0,0,0,0.0,,2364,,N,N,N
F74401777,KR5744017777,맵스미국11호,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,847,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,36664,1000,20170901,146999,146999951000,,,0,,N,,,0,0,0,0,0.0,,1245,,N,N,N
F74401BAA,KR574401BAA2,맵스미국16호 종류A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,827,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,37910,1000,20201222,92595,92595835000,,,0,,N,,,0,0,0,0,0.0,,765,,N,N,N
F74601669,KR5746016694,메리츠베트남주식혼합,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,891,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,21578,1000,20161201,53086,53086337000,,,0,,N,,,0,0,0,0,0.0,,472,,N,N,N
F74701776,KR5747017766,이지스코어부동산126호 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,9000,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20170908,66297,66297299000,,,0,,N,,,0,0,0,0,0.0,,5966,,N,N,N
F74701789,KR5747017899,이지스204호 Class A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1000,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20181203,55585,55585193000,,,0,,N,,,0,0,0,0,0.0,,555,,N,N,N
F74701B8A,KR574701B8A0,이지스229호 Class A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,650,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,5,1000,20190124,175425,175425187000,,,0,,N,,,0,0,0,0,0.0,,1140,,N,N,N
F74701B97,KR574701B973,이지스글로벌281호 Class A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,929,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,6,1000,20191010,230574,230574068000,,,0,,N,,,0,0,0,0,0.0,,2142,,N,N,N
F74701B9A,KR574701B9A8,이지스299호A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1015,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200109,21670,21670028000,,,0,,N,,,0,0,0,0,0.0,,219,,N,N,N
F74702776,KR5747027765,이지스코어부동산126호 C-i,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1005,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20170908,402,402701000,,,0,,N,,,0,0,0,0,0.0,,4,,N,N,N
F74702786,KR5747027864,이지스리테일194호,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1010,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20180814,20837,20837383000,,,0,,N,,,0,0,0,0,0.0,,210,,N,N,N
F74702B8A,KR574702B8A9,이지스229호 Class C-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,993,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20190124,12104,12104352000,,,0,,N,,,0,0,0,0,0.0,,120,,N,N,N
F75601BA2,KR575601BA20,유경공모부동산3호ClassA,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,980,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200512,39620,39620110000,,,0,,N,,,0,0,0,0,0.0,,388,,N,N,N
F75602BA2,KR575602BA29,유경공모부동산3호ClassC-I,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1015,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200512,67679,67679890000,,,0,,N,,,0,0,0,0,0.0,,686,,N,N,N
F75701BA7,KR575701BA78,현대유퍼스트부동산30호[파생형] A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,940,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200928,29111,29111909000,,,0,,N,,,0,0,0,0,0.0,,273,,N,N,N
F75702BA7,KR575702BA77,현대유퍼스트부동산30호[파생형] C-i,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,965,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20200928,23488,23488200000,,,0,,N,,,0,0,0,0,0.0,,226,,N,N,N
F75801BB4,KR575801BB43,IBK 국민참여정책형뉴딜 혼합자산 A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,1000,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,20535,20535675000,,,0,,N,,,0,0,0,0,0.0,,205,,N,N,N
F75801BBC,KR575801BBC6,IBK국민참여정책형뉴딜혼합자산2호A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,2245,2245225000,,,0,,N,,,0,0,0,0,0.0,,22,,N,N,N
F75802BB4,KR575802BB42,IBK 국민참여정책형뉴딜 혼합자산 C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20210713,9430,9430330000,,,0,,N,,,0,0,0,0,0.0,,94,,N,N,N
F75802BBC,KR575802BBC4,IBK국민참여정책형뉴딜혼합자산2호C,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,998,1,0,N,N,N,0,N,N,N,0,0,0,100,N,90,0,1000,20220304,1770,1770000000,,,0,,N,,,0,0,0,0,0.0,,17,,N,N,N
F76201BC5,KR576201BC53,이탈리아물류1호 종류A,BC,,0,0,0,N,N,,0,,,N,,N,,,,,,N,,,0,,,,,,,,,966,1,0,N,N,N,0,N,N,N,0,0,0,50,N,90,0,1000,20220823,66985,66985800000,,,0,,N,,,0,0,0,0,0.0,,647,,N,N,N
000020,KR7000020008,동화약품,ST,3.0,0,9,0,Y,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,8430,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,66998,1000,19760324,27931,27931470000,12.0,,0,,N,N,Y,3404,299,231,216,5.73,20221231.0,2354,,N,N,N
000040,KR7000040006,KR모터스,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,517,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7252112,500,19760525,96138,48069232500,12.0,,0,,N,N,Y,902,-35,-50,-50,-20.93,20220930.0,497,,N,N,N
000050,KR7000050005,경방,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,10630,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2633,500,19560303,27415,13707635000,12.0,,0,,N,N,Y,3892,319,16,44,0.59,20221231.0,2914,,N,N,N
000070,KR7000070003,삼양홀딩스,ST,2.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,74100,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,17826,5000,19681227,8564,42821355000,12.0,,0,,N,N,Y,25232,1292,1310,1039,5.49,20220930.0,6346,,N,N,N
000075,KR7000071001,삼양홀딩스우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,54900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38,5000,19920221,304,1520290000,12.0,,1,,N,N,N,0,0,0,0,0.0,,166,,N,N,N
000080,KR7000080002,하이트진로,ST,2.0,0,5,0,Y,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,22600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,419635,5000,20091019,70133,363168055000,12.0,,0,,N,Y,Y,18889,1775,1538,1097,13.08,20220930.0,15850,,N,N,Y
000087,KR7000082008,하이트진로2우B,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,16060,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1086,5000,20110926,1130,5650690000,12.0,,2,,N,N,N,0,0,0,0,0.0,,181,,N,N,N
000100,KR7000100008,유한양행,ST,1.0,0,9,0,Y,N,N,A,Y,N,Y,,N,Y,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,51700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,184542,1000,19621101,76638,76638657000,12.0,,0,,N,Y,Y,17758,360,949,906,4.86,20221231.0,39622,,N,N,Y
000105,KR7000101006,유한양행우,ST,0.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,51500,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,243,1000,19950221,1180,1180940000,12.0,,1,,N,N,N,0,0,0,0,0.0,,608,,N,N,N
000120,KR7000120006,CJ대한통운,ST,2.0,0,19,0,N,N,N,9,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,Y,Y,78900,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,54526,5000,19560702,22812,114061720000,12.0,,0,,N,Y,Y,91073,2994,2238,1588,5.34,20220930.0,17998,720,N,N,Y
000140,KR7000140004,하이트진로홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9210,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,9241,5000,19730919,23206,116033825000,12.0,,0,,N,N,Y,18794,1876,1471,1022,12.26,20220930.0,2137,,N,N,N
000145,KR7000141002,하이트진로홀딩스우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,13590,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,393,5000,19870929,470,2354050000,12.0,,1,,N,N,N,0,0,0,0,0.0,,63,,N,N,N
000150,KR7000150003,두산,ST,2.0,0,21,0,N,N,Y,2,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,Y,107000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,342073,5000,19730629,16523,99290605000,12.0,,0,,N,Y,Y,120915,8951,3804,-363,-8.01,20220930.0,17680,391,N,N,Y
000155,KR7000151001,두산우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,55400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11088,5000,19860731,3996,19982310000,12.0,,1,,N,N,N,0,0,0,0,0.0,,2214,,N,N,N
000157,KR7000152009,두산2우B,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,85100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1738,5000,19991203,893,4465190000,12.0,,2,,N,N,N,0,0,0,0,0.0,,759,,N,N,N
000180,KR7000180000,성창기업지주,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2005,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,94757,500,19760602,69751,36000000000,12.0,,0,,N,N,Y,2275,-115,-129,-131,-2.33,20221231.0,1398,,N,N,N
000210,KR7000210005,DL,ST,2.0,0,21,0,N,N,N,1,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,,N,N,N,N,Y,51300,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,65243,5000,19760202,20955,128279420000,12.0,,0,,N,Y,Y,38427,2608,735,418,1.09,20220930.0,10750,321,N,N,Y
000215,KR7000211003,DL우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,30000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,730,5000,19890821,1686,10430575000,12.0,,1,,N,N,N,0,0,0,0,0.0,,505,,N,N,N
000220,KR7000220004,유유제약,ST,3.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5890,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,33950,1000,19751118,17232,17609191000,12.0,,0,,N,N,Y,1041,-2,-26,-26,-4.17,20220930.0,1014,,N,N,N
000225,KR7000221002,유유제약1우,ST,0.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5503,1000,19900105,2266,2266930000,12.0,,1,,N,N,N,0,0,0,0,0.0,,147,,N,N,N
